model_name,index,batch_size,optimizer,learning_rate,time_start,time_end,train_loss,train_accuracy,train_precision_macro_avg,train_recall_macro_avg,train_f1_score_macro_avg,val_loss,val_accuracy,val_precision_macro_avg,val_recall_macro_avg,val_f1_score_macro_avg,test_loss,test_accuracy,test_precision_macro_avg,test_recall_macro_avg,test_f1_score_macro_avg
ribeiro,43,64,rmsprop,0.001,2023-09-24T19:40:44.391156,2023-09-24T19:43:11.539833,0.2268062829971313,0.771072506904602,0.7429256084951825,0.6811400043905083,0.7056549837940198,0.2877418994903564,0.7305801510810852,0.695720173185903,0.6255095756423924,0.6545159956500742,0.3033386170864105,0.7273170948028564,0.6784777607240418,0.6072046840423966,0.6361605807905695
rajpurkar,44,64,rmsprop,0.01,2023-09-24T19:43:22.509191,2023-09-24T19:57:38.434237,0.2022197842597961,0.7929277420043945,0.8308074094481654,0.7096847394254648,0.759751225922212,0.2675405740737915,0.7566371560096741,0.7626849874386551,0.6440227614674199,0.6912684918991321,0.2856900691986084,0.7517073154449463,0.749835940051031,0.625691199146703,0.6722804376130224
ribeiro,45,64,rmsprop,0.01,2023-09-24T19:57:55.485118,2023-09-24T20:01:44.428654,0.2180028855800628,0.7909632325172424,0.7883975116262225,0.6971390077151325,0.7277638295342258,0.2685858011245727,0.7600786685943604,0.7408244750075597,0.6446733410092361,0.6769295334586294,0.2818789780139923,0.7487804889678955,0.7281152637685255,0.6333511871239432,0.6612980251567172
rajpurkar,46,64,rmsprop,0.1,2023-09-24T20:01:55.610807,2023-09-24T20:33:46.891775,0.1958007514476776,0.7909018397331238,0.8489139074509072,0.7067294472065806,0.7582772819336188,0.2722823619842529,0.7276302576065063,0.740668035822342,0.6145867163334955,0.6609436048594823,0.2720661163330078,0.7370731830596924,0.744991022302463,0.6123427347068242,0.6616816074002672
ribeiro,47,64,rmsprop,0.1,2023-09-24T20:34:03.836820,2023-09-24T20:40:47.703869,0.1874486654996872,0.8070477247238159,0.843821664918023,0.7068279784545018,0.7526179503950973,0.2968216836452484,0.7104228138923645,0.7521393850632154,0.6083040264022485,0.6556835970758209,0.2950479984283447,0.7209756374359131,0.7474168615825839,0.6121612740336837,0.6584337552136752
rajpurkar,48,64,adam,0.001,2023-09-24T20:40:58.638044,2023-09-24T20:50:37.538810,0.2089521437883377,0.7846399545669556,0.7917179106152787,0.6998657578671506,0.7392064760987112,0.2573312520980835,0.7512291073799133,0.7352034730593848,0.6338023198631407,0.6748042573551749,0.2646685838699341,0.7468292713165283,0.7163506177130758,0.6192402930502862,0.6577489225865588
ribeiro,49,64,adam,0.001,2023-09-24T20:50:54.341842,2023-09-24T20:53:30.588928,0.2250318229198455,0.7778255343437195,0.8753624180976602,0.6452430207944575,0.7201760491916741,0.2890685796737671,0.7413962483406067,0.8005774996746279,0.5868417255944267,0.6545010373316336,0.3001028895378113,0.735609769821167,0.7926238145454578,0.5814582631710239,0.6474606281553944
rajpurkar,50,64,adam,0.01,2023-09-24T20:53:41.530721,2023-09-24T21:09:59.049282,0.1788839250802993,0.7910860180854797,0.8549629124604685,0.7315760018764039,0.7825582868066864,0.2588253021240234,0.7325466871261597,0.7725282055714943,0.6477870664549981,0.698754733838328,0.2642259001731872,0.740487813949585,0.7596528743155131,0.6366663001263266,0.6863030358965934
ribeiro,51,64,adam,0.01,2023-09-24T21:10:16.466013,2023-09-24T21:14:32.675847,0.1636941730976104,0.8236846923828125,0.894397668978006,0.7472579546567293,0.8097249560374831,0.2633123695850372,0.755162239074707,0.7790273343102622,0.6306345480245589,0.6904853359105503,0.2657775282859802,0.7453658580780029,0.7726102489471357,0.6259388031771755,0.6841442021089252
rajpurkar,52,64,adam,0.1,2023-09-24T21:14:44.261147,2023-09-24T21:31:34.337730,0.5324719548225403,0.4629504680633545,0.0,0.0,0.0,0.5307586789131165,0.4631268382072449,0.0,0.0,0.0,0.5304259657859802,0.46536585688591,0.0,0.0,0.0
ribeiro,53,64,adam,0.1,2023-09-24T21:31:51.685421,2023-09-24T21:36:51.139445,0.2796764373779297,0.7760452032089233,0.7841199883137104,0.5616696487590632,0.6192086461346733,0.3147452473640442,0.7581120729446411,0.765807013277618,0.5335729405092862,0.5872222746765082,0.313557505607605,0.7409756183624268,0.7628788019424636,0.5177192867036344,0.5765064129989221
rajpurkar,54,128,sgd,0.001,2023-09-24T21:37:02.764263,2023-09-24T21:50:00.020698,0.3658570051193237,0.677757978439331,0.7100571547820622,0.4815498119601412,0.5290132411999299,0.3896559476852417,0.6647000908851624,0.685004584791814,0.4544050344808538,0.4970667064605986,0.3978033065795898,0.6580488085746765,0.6878196942117257,0.4409725036352345,0.4870567987162932
ribeiro,55,128,sgd,0.001,2023-09-24T21:50:17.238089,2023-09-24T21:59:04.974806,0.310718685388565,0.7431395649909973,0.7999536782983464,0.5706797162211744,0.6285265998630486,0.3508355319499969,0.7251721024513245,0.7663267801213637,0.536840598788075,0.5904317772501321,0.3682444393634796,0.7209756374359131,0.7451505163845273,0.5223011274918958,0.5755109166705205
rajpurkar,56,128,sgd,0.01,2023-09-24T21:59:16.500159,2023-09-24T22:06:46.172477,0.3084600865840912,0.7490944862365723,0.7663671309820026,0.5871009257246449,0.634295615970909,0.3518356382846832,0.7335299849510193,0.7266484870860187,0.5615999607712971,0.6059132562606272,0.3601535856723785,0.730731725692749,0.71438147442831,0.5432294435184545,0.5885105216533584
ribeiro,57,128,sgd,0.01,2023-09-24T22:07:03.509562,2023-09-24T22:10:04.315708,0.2801063656806946,0.7244766354560852,0.7864107923029271,0.6130852562808965,0.6688106675667607,0.3353353142738342,0.6971485018730164,0.734130532871016,0.5619224566683558,0.6160504840596358,0.3388976454734802,0.6946341395378113,0.7480276367032834,0.5528877944912649,0.608103470209823
rajpurkar,58,128,sgd,0.1,2023-09-24T22:10:15.092763,2023-09-24T22:18:20.825854,0.272465705871582,0.7017619013786316,0.8557488631530289,0.6130941529419671,0.6484350694181596,0.4083788692951202,0.6327433586120605,0.7593217181590722,0.5046675469750033,0.5286475951662718,0.4252750277519226,0.6326829195022583,0.7613791004073613,0.5081318388168572,0.5375620654785317
ribeiro,59,128,sgd,0.1,2023-09-24T22:18:37.944872,2023-09-24T22:21:18.111371,0.1911531686782837,0.7957517504692078,0.8362356508481188,0.7213946660580006,0.770712496271295,0.2941202223300934,0.7418879270553589,0.7375275812777827,0.6241070328473609,0.6678687925630777,0.2995349764823913,0.7424390316009521,0.7345255138464624,0.6244938547636198,0.6679342628262834
rajpurkar,60,128,rmsprop,0.001,2023-09-24T22:21:29.352959,2023-09-24T22:32:04.631834,0.2166553139686584,0.7809564471244812,0.792391505494723,0.7043400522351353,0.7423314124734929,0.2739650011062622,0.7354965806007385,0.7379896088220497,0.647213696926088,0.6865771909557186,0.2779180109500885,0.7424390316009521,0.7336525110220772,0.6424988765319216,0.6797943875717289
ribeiro,61,128,rmsprop,0.001,2023-09-24T22:32:21.853689,2023-09-24T22:34:30.760922,0.2473480999469757,0.7677573561668396,0.8233303579704911,0.6328817011411509,0.7047992206913744,0.2879182994365692,0.7345132827758789,0.7780665546250667,0.5894630960345828,0.6577109336115223,0.3072067201137543,0.7473170757293701,0.7735807802567425,0.5852881190513588,0.6515890328424148
rajpurkar,62,128,rmsprop,0.01,2023-09-24T22:34:41.634690,2023-09-24T22:47:12.966773,0.2191280573606491,0.7927435636520386,0.8483368313748342,0.6725745771635515,0.743614379068039,0.2624573111534118,0.7586037516593933,0.795787825555067,0.6146442303399817,0.6837960402415171,0.2713868916034698,0.7609755992889404,0.7903157364557029,0.6080839520121839,0.6779733744286693
ribeiro,63,128,rmsprop,0.01,2023-09-24T22:47:30.124882,2023-09-24T22:50:13.389656,0.2473526000976562,0.760820209980011,0.7844711395428621,0.6443108504736857,0.6912306390631788,0.2693150043487549,0.7458210587501526,0.7681017801455519,0.6187771663010202,0.6661933431264739,0.2818169295787811,0.7278048992156982,0.7463960914177121,0.6042223112913632,0.6514374223131297
rajpurkar,64,128,rmsprop,0.1,2023-09-24T22:50:24.203220,2023-09-24T23:08:43.739792,0.2512401938438415,0.7927435636520386,0.8321344896449764,0.6270524999574836,0.7087840046179632,0.290688544511795,0.7590953707695007,0.7620537569684231,0.574958625766297,0.6488284556757907,0.2945699393749237,0.7614634037017822,0.7712124986168264,0.573281297842076,0.6496566810825121
ribeiro,65,128,rmsprop,0.1,2023-09-24T23:09:01.048670,2023-09-24T23:15:23.172586,0.1957435607910156,0.8238074779510498,0.8655468034845214,0.7143165259521516,0.7724374546953807,0.2789605855941772,0.7497541904449463,0.7785046329812877,0.6254947686561458,0.6829684791411642,0.2831063568592071,0.757073163986206,0.760608357101044,0.613252903603204,0.6647735185710905
rajpurkar,66,128,adam,0.001,2023-09-24T23:15:34.739927,2023-09-24T23:28:31.186285,0.1655318588018417,0.8071705102920532,0.8534558520702014,0.7527094872677857,0.7976117718106226,0.2505905330181122,0.7561455368995667,0.7738958014527691,0.6623384586807451,0.7106380514053782,0.2647242248058319,0.7590243816375732,0.7563798997037138,0.6483518794954379,0.694233107293134
ribeiro,67,128,adam,0.001,2023-09-24T23:28:48.447184,2023-09-24T23:31:13.073241,0.2285791486501693,0.7644422650337219,0.7997095408922821,0.6679947895073102,0.7209154986264199,0.2701270282268524,0.7276302576065063,0.741679351665901,0.6129134799586228,0.6647235121235442,0.2846673727035522,0.7341463565826416,0.7352532628430609,0.6044312926152744,0.6559594771167856
rajpurkar,68,128,adam,0.01,2023-09-24T23:31:23.944481,2023-09-24T23:43:42.425830,0.2127905339002609,0.7847013473510742,0.8387875713837609,0.6853695879355384,0.7462434288951719,0.264637142419815,0.7369714975357056,0.7708448278538089,0.6257994894209985,0.6829540974425005,0.2723575234413147,0.7517073154449463,0.7622977688421938,0.6101911184908623,0.6676209513832162
ribeiro,69,128,adam,0.01,2023-09-24T23:43:59.712727,2023-09-24T23:48:06.976065,0.1829532086849212,0.8177297711372375,0.8683844865072226,0.7208380549258486,0.780742748829668,0.2589263021945953,0.7684365510940552,0.7789887014673443,0.6383063376758047,0.6920763307480563,0.2721566557884216,0.7590243816375732,0.7868681301886522,0.6288957004635641,0.686766958188231
rajpurkar,70,128,adam,0.1,2023-09-24T23:48:18.687448,2023-09-24T23:58:03.958923,0.3194876611232757,0.7260113954544067,0.7758430099157907,0.464959698549054,0.5178437690709511,0.3305271863937378,0.7246804237365723,0.7669287357855928,0.4577714266168467,0.5115073126547873,0.3427684009075165,0.707317054271698,0.7632243487553478,0.446035527801271,0.4999670027603463
ribeiro,71,128,adam,0.1,2023-09-24T23:58:21.319731,2023-09-25T00:02:21.204203,0.2813973128795624,0.7572594881057739,0.7826559656506443,0.5753241418645378,0.6307643556684953,0.3074130713939667,0.7241888046264648,0.7464326655907895,0.5420832403916614,0.5933116429607765,0.3169592022895813,0.7360975742340088,0.7361704410641396,0.524341399285495,0.5728870450508075
rajpurkar,72,256,sgd,0.001,2023-09-25T00:02:32.877731,2023-09-25T00:14:57.060377,0.3842272460460663,0.6806433796882629,0.7355256903960823,0.477775702982499,0.5241754047040901,0.4094305336475372,0.6647000908851624,0.7220784659528882,0.4518557555403587,0.4938025871260895,0.4293816685676574,0.6624390482902527,0.7155856229604589,0.4363065256243938,0.4776229574446982
ribeiro,73,256,sgd,0.001,2023-09-25T00:15:14.289443,2023-09-25T00:24:17.778470,0.2960310876369476,0.7474369406700134,0.7907515570917094,0.5831558584335216,0.6387462304834279,0.3322226405143738,0.7276302576065063,0.7382347911525888,0.5487363635198421,0.6006895652286122,0.3416102826595306,0.7234146595001221,0.7583985529889945,0.5353463060575784,0.5886246009503519
